name,condition,rating,cost,url
"5 lb Bulk Graphics Cards - Radeon R7 450, R5 340x, R7 430, NVS 450, Quadro 600",Parts Only · NVIDIA · NVIDIA Quadro NVS 450 · 1 GB,,$39.99,https://www.ebay.com/itm/186342553785?itmmeta=01HZ5T0Z18V9NDM3J416PWF6Y8&hash=item2b62e1b8b9:g:8hcAAOSwD8Fl8giv&itmprp=enc%3AAQAJAAAAwO%2FFZXmp%2B0K20CSvQ6Z5d3CMkNW4hL5rgE85waf5m24CLA%2B5Q9RpYhB6IkpGGR2UOj2nZFF0EdoH6haXmLGuLSTtzUSz00J%2F4cCoJ3gNP8vZvENUPhSDs%2FUu62KOitLpZdyL%2BlOayA%2BVbVIgcVt5PeQtHjhtRHbu73nX5PDwLGuugL2FqHKlL3Kz%2BL%2Feg3E7ufhMb%2F%2BR45gpZmM11nJTKMf2yGacIZFnRqkd27Uq7xlDCU9%2FXH7bEFIOxpQ%2FpM0lMg%3D%3D%7Ctkp%3ABk9SR9rwg7r5Yw
Original GTX1070M GTX 1070 Video Card Graphics Card N17E-G2-A1 8GB GDDR5 MXM,Brand New · Unbranded,,$193.14,https://www.ebay.com/itm/404826478062?itmmeta=01HZ5T0Z180GN3GF8G7MH8Q7ZP&hash=item5e4189d5ee:g:~SoAAOSw4e9l3u1l&itmprp=enc%3AAQAJAAAAwOrYTTUJnaraxQNwEJsEoOtulW8dc%2FtFHdawwZ7mZIH%2FSIZRsxSLyC1TTpjf5mPbPQg3S5X%2BPsFcogMGb%2Fw0RPiyG7jnwF7EM2NdM6IT66Hcz9sodF9QVboSpjZsR38zKQsy4J3G7SqO0tVo0W0EtohCiSP0jbHTwbMv6g%2BPfP7xGWW0N5M%2BXUBTCY%2B%2FR%2FazXp%2BRr34n0I6k9GIaEGuq4k3dXd9%2B5DDkYvRzHygDt6JriqZpwsw6962eo0xy9GFYug%3D%3D%7Ctkp%3ABk9SR9rwg7r5Yw
PowerColor Red Dragon AMD Radeon R,Open Box · PowerColor · AMD Radeon RX 6800 XT · 16 GB,,$400.00,https://www.ebay.com/itm/315403741073?itmmeta=01HZ5T0Z186NDPRD73BRDV59X6&hash=item496f872791:g:5HoAAOSwWCpmWKMY&itmprp=enc%3AAQAJAAAAwLPsz1VWe8fR5FEhtLTnxN8tQDxYemX7qvFcW%2FarcjRBOZyS7Mn69ioH4hvYM811LaBoFGmKoQ7t3q1y7hFJH0inMI9r1mFbDamWlFJCErRvUpxtHDZmkouEb0a3yjrzcePjjbPXJGeUtffTguW%2Fe45dABiephYZ3GrOg8cdrOHJSxGZiGoV2DOAUYnuqmIdX5AkeCbuy2VhDrHodBVXEGlqsxmUlaXIXuJELMuAeB2fbOArfnMcQyJ%2Fd7a4VOOQuw%3D%3D%7Ctkp%3ABk9SR9rwg7r5Yw
EVGA NVIDIA GeForce GTX 770 (04G-P4-3774-KR) 4GB GDDR5 Graphics Card,Pre-Owned · EVGA · NVIDIA GeForce GTX 770 · 4 GB,,$59.95,https://www.ebay.com/itm/326074840184?itmmeta=01HZ5T0Z18YGA74AP79F952K7J&hash=item4beb933478:g:OAoAAOSwUW1mC0RH&itmprp=enc%3AAQAJAAAAwF0WlcslY%2BfuttNInyQ2ChaFb8weIxKkxvKDnsosmkw3Zl%2FCx6KjOno7P685sYNu%2F9aWKxpLyWL0lm3VMtoq9KBFLUS0zxuTo%2FM%2FVnRs%2Fs8nuAezrZpwb4%2F3GRqMxNBx%2BLBv5xC78z44L14vcJlrzy9QNmzbedV6x2g8FKB28%2BSegOreR1DkCHzisJantBwhSE92DEBRAc%2FafG57P2C8k0pcpfxoUOoARrKYqX5GVs9Jic3PMYNMbj%2FtQ3JI4Nm9iQ%3D%3D%7Ctkp%3ABk9SR9zwg7r5Yw
NVIDIA Tesla M60 16GB GDDR5 Graphics Card 90Y2472,Pre-Owned · NVIDIA · 16 GB,,$179.99,https://www.ebay.com/itm/326121199718?epid=19021548483&itmmeta=01HZ5T0Z18PZGKDZV52904YAZH&hash=item4bee569866:g:MUsAAOSwGKNl9Gwn&itmprp=enc%3AAQAJAAAAwBryd8WAWAuoSmga6GrcxdJdJyimoPd34yrkBvZ3eQD%2FEoTUX6qqsIXPbRY27ofY27BFH1oaSunppSBg6dXxzhzVdB14QYU39mUxwQDRhwAZAtY3FkS%2FkshZgfS4KRx367l7xch1Qgjs5sfBeExEUdczODIsvRbRtqqnBFF%2F53SkyUAG8IH7%2FSCvQmr11ZU4%2FlBuPGCzpeAhM5dx%2BtKcHbhdxgVTOCarS%2B5acujU%2F8qtTIjz9zCaqiMhAlphM2NC8g%3D%3D%7Ctkp%3ABk9SR9zwg7r5Yw
"NVidia RTX T1000, 8GB Graphics Car",Open Box · Lenovo,,$289.00,https://www.ebay.com/itm/116199980482?itmmeta=01HZ5T0Z186T33A05AMJP0F1DH&hash=item1b0e0efdc2:g:1s4AAOSwMVBmWHwT&itmprp=enc%3AAQAJAAAA4NvXIfHuC2biHJbQC8VAsPh0EUJBETw8i7sInTGtkMvHeBYR6BNQDq%2F4MkA4zjt9Ond%2FhATNXAGvcSYqGH9gjiuveAOOLTMXQHLlCS5tfz3CuoGz781z7ScxdxF5tmKR73HERo7mR4vlJMJJRw39H2co8hhyDA6ZIOn7js6rEfCDcc5EonVhTudoI5mBrJ5vfQe9w4FRXgxW0%2BU0nssfzram2%2FWrga7%2Bk2RhPP6jf1h5oolKSWXDDoMoAeInOaZ1Nwe7QAeLdoWoLbAhYmbsyUe2%2Bu9VkQcRBwlitBjIFbP3%7Ctkp%3ABk9SR9zwg7r5Yw
NVIDIA Quadro P400 2GB GDDR5 PCIe Graphics Card,New (Other),,$43.26,https://www.ebay.com/itm/404975375430?itmmeta=01HZ5T0Z18QHZRRGQYCXF21YZF&hash=item5e4a69d446:g:yvcAAOSw-vhmQlOD&itmprp=enc%3AAQAJAAAA4GcXgldQtWNWAWrsZ7xftx56dsdVoVdFhqCO5mWGyBN01ZJtKsnqFh1IILBKalxAfVMfqokFWloYQOzaOkUK2IB2P7ANKuGE9piTqGRz1tOOwfEVzSA44JW4QcjqDytT2N6Bf%2BsmVOZTBv1o7oPTmrvpi67zZOMJEpKUxAswMSIZk4bh7LyV8z5Pq9JF3vCyENg0uiag%2BwxoPIBxcS9T5Q%2BBN%2FLo9qzNXA0zqgR2NSzNJzhtXmrzSjzRNsJVySmqgQj2AZ4FknVwyGNA%2B%2BGNd1hCg9E%2FFxfP%2FQKwmuDlB7U0%7Ctkp%3ABk9SR9zwg7r5Yw
GIGABYTE NVIDIA GeForce GTX 970 4GB GDDR5 Graphics Card,Pre-Owned · GIGABYTE · NVIDIA GeForce GTX 970 · 4 GB,4.5 out of 5 stars.,$69.99,https://www.ebay.com/itm/404966815814?epid=623837248&itmmeta=01HZ5T0Z199733YKG0XG07SVFN&hash=item5e49e73846:g:gbIAAOSw1ENmO51X&itmprp=enc%3AAQAJAAAA4JYqf%2FBfiQZJKPXdUSyEKzpRKXZ9PGCG4N8EyvH3Fs%2B1Zi9QWTzFuaHIijrOVCQh8sZ1ifv9X4TLZWROaU5gKVkqSGBiO4fGjIE3qBcKijzGjDhAXGtsvVLnPdWDxWyZ%2FLbjn3ap%2FUAm6O%2BKYpkLLkHFw8B%2FWVbYIWYZa5SW%2BoySkmTdH16RZMBPG4kXz3smoIDgI5%2F%2BDDjmjfxf5%2FQ9ZAbmfsUJzcb4Gc9jnQp61GhEPrfXnS7SEDSWrbcaVV7ym4ALNjVzgvMeGdRJpiQKxhDw6z1ZnMkNXyxC42uL--eX%7Ctkp%3ABFBM3PCDuvlj
PNY NVIDIA Quadro K5200 8GB GDDR5 Graphics Card (VCQK5200-PB) light used,Pre-Owned · PNY · NVIDIA Quadro K5200 · 8 GB,5.0 out of 5 stars.,$98.00,https://www.ebay.com/itm/355021704141?epid=3019985006&itmmeta=01HZ5T0Z19FPJ7YX4E3RKCDCW8&hash=item52a8f14bcd:g:InkAAOSw3Fhk3B-p&itmprp=enc%3AAQAJAAAA4DCBrIDX60uwEHHoCIhVjUDlYqQIRCYPgzQ7JmewDFbBwsWVkl%2FR87GexNvgXP6fdkgxfxIp5yc5KN8XsapR%2BVI4h0oJyCJDrai1aBfBYQ2a9Wqnj9E30ni%2FbYMyMKwVQIkEaVZ9c3rnB306LuBRulNYJf69H4zHjdw9J%2BTDI8i8mRQmRk03FdmJuEEzmatow7cXvkB1Vu8BRyhrxwqwFexVtKpJd4CTNw%2Bre6ynh4Xmkldp9ocBoB02xRpvOQd6fjAVUdT62%2BWSOfo93mxr%2Fuzj0d%2BTkVRy3lcUmwfW01Nm%7Ctkp%3ABFBM3PCDuvlj
Sapphire AMD Radeon HD 6870 Graphics Card 299-3E174-030SA 11179-09,1GB GDDR5 PCIe 2.0 x16,,$25.29,https://www.ebay.com/itm/145721032965?epid=699130714&itmmeta=01HZ5T0Z193AEE7H0M6F1786KF&hash=item21eda68105:g:sccAAOSwsJNmGShv&itmprp=enc%3AAQAJAAAA4EvKAhcUhZhOX%2BozGI6NYtNkGenIYsbn0GgzIa8xXwIPPvuKb5LtjlR8O86KT5Ki5yzRNemtoxhuwL32Ke1YoOtbNB%2Bi2kI%2BTW6%2BctqFdcuV4glRDkqOuxpEjbgtW5VNXYirns8NzBxZ6ju9tZu6HveeXAC3SVV3111ADAR6ke01XliYCO243NicLd7iOx39khbVQo4th9qIN1w2LjvqhseylFByXLT54zvnd%2BnwSorUPPdqNWifqPXo0KMCJpvfeMU4vXDbw1vpndoyvB3NYf6tmLXrdMoqFLL0a7QhipEI%7Ctkp%3ABk9SR9zwg7r5Yw
"MSI GeForce GT 1030 2GB DDR4 Graphics Card - HDMI, DisplayPort",Pre-Owned · MSI · NVIDIA GeForce GT 1030 · 2 GB,4.5 out of 5 stars.,$50.00,https://www.ebay.com/itm/364907558636?epid=6018316543&itmmeta=01HZ5T0Z19VS5WA4NRD7JQ30KC&hash=item54f62f76ec:g:UIcAAOSwUE5mSjcp&itmprp=enc%3AAQAJAAAAwHS3lmsmVd%2FrsnKw%2Bk9bNBLBVjDzdfm5O4hwtkWZNe4EMJWSoMqGvRsuxA21DOrDl9YV4oIWFFk13flPFREPGt1VYI8beG60UqpuPLDix5S6KNwSe1%2BZr2EiyfVywqe01aBLtr0yP%2BrPnneklGL5RwLJ70Cf0XnIUftmSEA7n1eDrepAODZ8owMynyY%2FrMmdgMH9Qm64pxhUR157k3S9Xaq99WERIQAGC9rhONujar57j57ygYQZ8tWyxV%2FJJZaONQ%3D%3D%7Ctkp%3ABk9SR9zwg7r5Yw
SAPPHIRE Radeon HD 6670 2GB PCI-E Graphics Card DVI HDMI VGA,Pre-Owned · SAPPHIRE,,$31.77,https://www.ebay.com/itm/395433149051?itmmeta=01HZ5T0Z19A63VFP18RW4T2BN4&hash=item5c11a7027b:g:XS0AAOSwbntmVY1R&itmprp=enc%3AAQAJAAAAwEwSdgl%2BIv6geBCQvyLUTRBOZFUfpc01qP%2FSf9DC8c0tHSNGMccxMo5NVZPGZRa6NngNV5b%2B1uRXtyDAgERSIwWZIzdYvnBI8ukyerZly7nnnVLX94w2rF7V6oUzB0bHPtpB6EeeQi%2FrnzKCgaakAFQ5fm64yUSemw%2FPwvMKchAY5oHqg4n9ofVENzUpme5A6lxtDaq%2F7Bn5owPILZtilh2iTD7KvXMLX5LQ9T8rTAYuG7kCHLF%2BW5HhuGOeyrrMuw%3D%3D%7Ctkp%3ABk9SR9zwg7r5Yw
ASUS ROG Strix LC Radeon RX 6800 XT OC 16GB GDDR6 Graphics Card,Pre-Owned · ASUS · AMD Radeon RX 6800 XT · 16 GB,5.0 out of 5 stars.,$465.00,https://www.ebay.com/itm/404998177196?epid=10050528214&itmmeta=01HZ5T0Z196N2K90YQKNAGA3TC&hash=item5e4bc5c1ac:g:B2MAAOSwdSZmIDte&itmprp=enc%3AAQAJAAAA4B2Igf3GAcHgByQ2ZH8v0lcIUsJQ2vpSPrplI3gc4pouEouAsR6mOzL5Ji%2Fjpl8wuOimyEvIwwjpT6xghr0oYso22%2B5w%2B2N4wXot0%2BZLaaBXZ45dm9d5GEeuJMXKR8n8pqWGjbisYollaMZ02xBTEoW7rTHmntPDu2azqOesySqFbGsYb6OEeTBhwX6MQtxpfSQnfM0sUnXRVwMR6Dq7IyEBrtEhzDzqtT3NsrCyfA1u%2BBR4azPaSeg9sPUaWysFB4Pp2G0dv6lAc68lMiQ0ccmDrkhYFbq0Ywahp8ZxQju1%7Ctkp%3ABk9SR9zwg7r5Yw
EVGA GeForce GTX 970 4GB GDDR5 Gra,Pre-Owned · EVGA · NVIDIA GeForce GTX 970 · 4 GB,,$39.99,https://www.ebay.com/itm/186466354802?itmmeta=01HZ5T0Z19Z02MG9FBT4YFDS9A&hash=item2b6a42c672:g:5xEAAOSw2vdmV-D5&itmprp=enc%3AAQAJAAAA4G3EZ99w8X%2BIaeTACfmwrEjCIQDRxEQRxIo6klONbcoH2U%2F%2BoVWftA8D0TW5w8lV9pQGpnkDxXwnYPLwka5n1dzndGgMVUJIV1ZpTbWsLUUyKT2sRznCokfKdU9S6%2BaxomxnZg%2BLzKFcN%2FkvJfH3CaXma4WNIsF%2BihI7EI4%2FSZ2zOEHn65E3reRUr9QrRUZsLpyLJdMVHAzJSeJS628i0I8xuOOXnI7rCW%2Bj2mzaWOSBfcO1ofn7dGFDHwEvsUmO5uQRbFg2MdU%2FyYHkfnr%2ByOYouq7oZPOJA90iQFb%2BEVsw%7Ctkp%3ABk9SR9zwg7r5Yw
GIGABYTE TURBO EDITION GV-N208TTURBO 11-11GC GRAPHIC CARD,Pre-Owned · GIGABYTE,,$198.69,https://www.ebay.com/itm/116191107119?itmmeta=01HZ5T0Z19DH8RM61KZVA0267J&hash=item1b0d87982f:g:FTkAAOSwtEtmOVEA&itmprp=enc%3AAQAJAAAA4HYMPCWIpawjqjVB94P7a6nDym%2BIs5UhLVyVrSppVUKIaUmmcpeexFr8ZTVElt6DdRqUAh6kpp69RAW%2Br2racnBplj4n7HW7RFxpGr1wq0htA%2BHQjI4dgTQqUo%2BF5RHfyGcdqkXVHBsehgsGiR7p4lH7c4ARpUHLIXh7c1N7nE6JuuXuQKfhGF2hsBZptqttEcLI4CgTMldtBzlHIOFo%2Bj%2BX093vaaDDjP0rTyr7Wlyct1UMGYjMS0kWJlomcm0mVeLhRycWMJsuJPBAdSiLg8F4SipTiZxu8xaA401Toes%2F%7Ctkp%3ABk9SR9zwg7r5Yw
ASUS AMD Radeon RX 580 4GB GDDR5 Graphics Card (DUAL-RX580-O4G),Brand New · ASUS · AMD Radeon RX 580 · 4 GB,4.5 out of 5 stars.,$90.00,https://www.ebay.com/itm/126470987194?epid=25021953326&itmmeta=01HZ5T0Z19Y5MBN3C3RR916TXV&hash=item1d72421dba:g:Xr0AAOSwfc9gVEng&itmprp=enc%3AAQAJAAAAwCxTzaqMA2vqrbi0N4lL84t239uHWvjiy7acNTRWW88NBmU4uXYidAjG1NATL90Lc7UxMjhHr5EEge8TZGXjgR8Nm%2BlYIwGI9uSKdhaHDv5w3cDh8SMz1fSKWo3yrfdk49MIARylXy7XhJeZDIU3OTGONPwlyhq4%2BhP1qBm9dqw7KrVguXBf7YbPOxtZu4Lbc8MzfOAiFAoU%2FNEM4h62eCmELJqojHVMYkEH3Mfto9pgN7bwf6jDgs7Wnt%2BLmixY2Q%3D%3D%7Ctkp%3ABk9SR9zwg7r5Yw
Moore Threads Mtt S30 Graphics Card GPU 4GB,Pre-Owned,,$125.87,https://www.ebay.com/itm/176386955822?itmmeta=01HZ5T0Z19BMRWV1X2ECPVH3B9&hash=item29117b5a2e:g:1BAAAOSwkYhmSjxA&itmprp=enc%3AAQAJAAAA4PFAtxlfh0feOxxHG2Wg55DKZPWxIXAgLhG2Lsgp6EeT0ox7YQiLsSkISzr2txC1uSjf7sFrWOMF3T0Nla3vfkPeUV%2BpkymyNL9rmFTc1zGU53oDT3PyeoLYLldl7YSgxfEh47DDM7L2wsTgDC5roASkC%2FfwSHovPGA3ZVutHEvyfqQaVyr6WPkaK%2BNMogwTyc7lSCP%2BjYwCZdQThPysfkATGaIe8LVSm1%2BnR8fh22XzOh7lGR%2B2vyzsF5AGZGKI36Kkce%2BNsXzJxLwHsBdn1sr0jcHs2C1%2BSL0RT3%2FiE9rQ%7Ctkp%3ABk9SR9zwg7r5Yw
NEW Dell G4FN0 Precision M4800 Nvidia Quadro K2100M 2GB Graphics Card N15P-Q3-A1,Brand New · Dell · 2 GB,4.0 out of 5 stars.,$31.99,https://www.ebay.com/itm/195728293341?epid=1865824734&itmmeta=01HZ5T0Z19K7KQFDN7EBKEGKW1&hash=item2d9250bddd:g:AucAAOSwIrhkRuIE&itmprp=enc%3AAQAJAAAA4Pou9msCioyND7QSPMscDVE%2FQt2popONgs2EIRT12KcF74r3A2NlWoaQnCn5aONbeN%2FZG3xIZZDgW%2BstdtyumRlHOlLRMfcJiaoHDiLW9qZdHrMJHDcDK66EEmWp3G%2Be3CEKufo3zDJTKvw4y%2BQ%2BsFdYnQKKKZE5A5HKhgFnu2OqNL%2BrQ64hj5rRHrkpsO2LFPwZSRtv%2FxnPqIddfm4jRdlu8wgBa1QkBmeURZETZMC73%2B8%2BCDEhi6FiM7SgwkO9M0HgpNZ%2B0t9SinKzb8AW45ex0U48xvWsyyTcb6CTp333%7Ctkp%3ABFBM3PCDuvlj
ASUS GeForce RTX 3060 12GB TUF GAMING Video Graphics Card GPU,Pre-Owned · ASUS · 12 GB,,$240.00,https://www.ebay.com/itm/305578997699?itmmeta=01HZ5T0Z19B1BXYY2AG05H73JK&hash=item4725ed77c3:g:-DgAAOSw-IhmTUf0&itmprp=enc%3AAQAJAAAA4Kqjouk0awvDUJCEt6Rl24EnnoIRxqP74ycTsOvw9qxpwiFbizoIzLFk505FtrsJfGqhvc3BRMYre3YPqvAby4JCNYqWBBNGWAQ8DCl5oaulvGcEFYEWKV4piW3ltwErzWmO81wg8rbtUXm9PTM4f8PLj3vY1eq8JqXrDS4pmVhJy0GIKcE2A1oGDpdxJwdVNfJISwz6kpENLyxeFwLFAuxnXJ0A2PSFl1vXB%2FF0JN45DIN%2FGySlGxDCA2dEJXeIuU0sry59B%2B9Br7i4vv4uCYLR26Kh6m1ZwD%2B2jpHoB%2B1y%7Ctkp%3ABFBM3PCDuvlj
NVIDIA Tesla P40 24GB GDDR5 PCI-E 3.0 x16 GPU Accelerator Graphics Card,Pre-Owned · NVIDIA · 24 GB,,$199.00,https://www.ebay.com/itm/284514545745?itmmeta=01HZ5T0Z190539BVQJNBZ3YHJT&hash=item423e637051:g:5YkAAOSwJ4ZjDvJX&itmprp=enc%3AAQAJAAAA4OGvo6liqz9vcZdU3tnR7Qp8QOnkwUOxw8bOIDIDXOz%2Be%2F3vuG5%2BSOuUKQjhb9bJTCkA6wTdZQhATJP2cYsLjIFn%2Fi8lXxVqlZ%2FZZ8HbvDmx5gExkxoimiL83yK1%2FvPlraoDlICUjtX09L3UTVLWcA14sHwZg45xCnTmPuU6rjRZP8vRSo93V9VI7Wsj8ZI4FiK8MzLKVwVqsuJudynMrqBtSFKAUPxAHZ53tIlG%2F31HG1b%2FSW70IA5kjjBR5VjutfDPUaJrYsO0xp53OAiEqjdyfbT1L1fhSI87hTS2%2BMeZ%7Ctkp%3ABk9SR9zwg7r5Yw
AMD Radeon PRO W5500 8GB GDDR6 Graphics Card 4X Display Ports,Pre-Owned · AMD · AMD Radeon PRO W5500 · 8 GB,5.0 out of 5 stars.,$119.00,https://www.ebay.com/itm/256458332460?epid=26037613281&itmmeta=01HZ5T0Z19V7740DZY7KW07N90&hash=item3bb61b992c:g:4YIAAOSwjYtiZYf2&itmprp=enc%3AAQAJAAAA4FxocQq8qvOa6fJwuSNnYV5mbwtDgoTe8gxGphFLEkvpCTOZsnmq9bduDHQJw%2FAUWA4sw%2F7%2FzXp0C--xv9zwhq8VsUoJtPNEciV8U2eTO%2FP5HbGabJB8PiVhiYMUZrUupbtfx94My8g%2BRtk8MbLAxWVqNQSLh%2BAxiMLZyRxpZpZeVr%2FLbyTRNIn4AR372ABLza2uAbJwxb8XB3%2FhXJ7n50SPynMMLSh6kXL2pa4%2FjSW87DYnm6jEQHTxHArgYe3srBUoMfk5urlJwqcR%2FcElyh%2F3HXNRke6mvFBb5OxLyLfh%7Ctkp%3ABk9SR9zwg7r5Yw
Colorful Battle axe 2060 Super Brand New BNIB Graphics Card,New (Other) · Graphics · NVIDIA GeForce RTX 2060,,$190.72,https://www.ebay.com/itm/226154137200?itmmeta=01HZ5T0Z19YY1D41XG091VGHYR&hash=item34a7d64670:g:dlgAAOSwFsxmSwNF&itmprp=enc%3AAQAJAAAA4FIOPji%2FB%2FGtmp%2FCWNcQBBngVNyACYpj1ihUjlcuUDKE7NvDVaNf6Ss87YqxpRnLUt82McydRE8buYh2u04SUidLqyddModGwVj59Xv0dMGCxp7SLMjQ6XM%2FBTJjKCFWIB%2BxgGXNr8OOv2Jw4W3wGPWgS8S%2B0CCYRFKHJa%2BBz619699oP6fFWcPJKQ%2BItrd33O9glPUjR%2F%2BD1N28V02PRKQ6MU6jHjBlR2wyg9YBU%2B3RUoED39MZruimfgpvKMmpzwAifkn5t9Hmcj74%2B%2FXavLmpNGVmWeuPWNgEv8MMR7mH%7Ctkp%3ABk9SR9zwg7r5Yw
AMD Sapphire Radeon RX 470 8 GB Mining Edition QUAD UEFI,Pre-Owned · AMD · AMD Radeon RX 470 · 8 GB,,$49.95,https://www.ebay.com/itm/235560922359?itmmeta=01HZ5T0Z1910152XEW39DW3GXV&hash=item36d8866cf7:g:UucAAOSwV8RmQM21&itmprp=enc%3AAQAJAAAA4HyoLKCdtcOSsXfzm7sP1FHQg9g%2FN%2FvM5TXodFOIt6T7EXm4DgdGWui6Y5DZ4%2BVYGQqvqTGTmezkk37XXxLj%2F9%2FglDeaqkK0Px0xQr634zoRi0A4Ipul2nk57BdBP%2BgCmqEaJ%2FCwsjbl2Z0bLo346K9tIp5T0V0khRLNjSwawqUbD5ooD4%2FM8rv1a0ZSZrDXGN0UbNxp4J8fjYMZqnrGHFyAOXXiD7ujudNdcpQStVWmimC0skE1dwol3lVioHUT6y2ro8p7RM6VhVB463ovRkByjoVU5eNvlls7YpAo6gZO%7Ctkp%3ABk9SR9zwg7r5Yw
Nvidia Quadro M4000 8GB GDDR5 Graphics Card 4 x Display Ports CAD,Pre-Owned · NVIDIA · NVIDIA Quadro M4000,,$101.70,https://www.ebay.com/itm/196406456639?itmmeta=01HZ5T0Z19SF9F04XZVXZKXC2P&hash=item2dbabcb13f:g:dLQAAOSwkstmTbWB&itmprp=enc%3AAQAJAAAA4Df9mxJPtef4RknD2wUeu6%2B7h8o8iviPKVc4ZGEO2nNIAHqlvCVipnWTYkbygRp5nGqVBmXJ3EF9pzqSShoeYutcdaqGHUjNF2TBiPSqyZ1LRv65kJS3qBiQZM5FNWpoX745r54K3o8RNErPA%2FPCtvarRPjZ%2F1XdBQzfr94CNBUQZ%2F7NSxF73pbAZZijlmYKikIc2rPXGJ38KG%2FAEribBidwK%2FnAfYo0IoUeVtlwGqnYZWxGLlpTlhECvjl4wtL%2BBgeITjK1xe6pG56zfJhXHsCcr9gpV62fu004lEjG0hJQ%7Ctkp%3ABk9SR97wg7r5Yw
EVGA NVIDIA GeForce GTX 570 (025-P,Pre-Owned · EVGA · NVIDIA GeForce GTX 570 · 2.5 GB,4.5 out of 5 stars.,$29.90,https://www.ebay.com/itm/405007186776?epid=109551724&itmmeta=01HZ5T0Z19MBDFQ0RGD5TYVNY1&hash=item5e4c4f3b58:g:MXUAAOSw-eVmWLf3&itmprp=enc%3AAQAJAAAA4KlIDHTVT%2FKxwMYZ0EF07RY8EFut52GY0bZBY3aXF3b0ogRRRgLsigLhp2tsT2eKwpsZYWLD4Dtr8Yjv2U1%2BD%2BxkV%2BcOhWVoHYGG%2BM9kPZGv4z1tflXqZfIFpA5washaU6%2B6%2BNA935RG435HJQQdPSO%2Brd0zOq1RuQsN4xrVWeFoRuXfyHlkfXmJumL3uzfgcfGrF%2BEh%2B65JIvFB%2B4bwwCw7oVqOY8b8yVKVe4y90BdkNP7zzNdZZi6HZJFdP1RGAihW7nP9t%2B9bXj5C5I99wEkQj9y%2FbGFEEgwn8HfE1Cqx%7Ctkp%3ABk9SR97wg7r5Yw
PNY XLR8 GTX 670 2 GB Enthusiast Edition GAMING Video Graphics Card HDMI NEW,Brand New · PNY · NVIDIA GeForce GTX 670 · 2 GB,,$55.00,https://www.ebay.com/itm/126479266179?itmmeta=01HZ5T0Z193FXDZGRGP0WPX9N6&hash=item1d72c07183:g:ai0AAOSw6jRmQTtW&itmprp=enc%3AAQAJAAAAwOuMUglK9wZwzr1UdxjTlRgJKIzvDIXVUnyoqqGYinGlLrFQwfRKX%2BpfITK7vhH%2FjV7fWVED6VcxEyz9TQvX28QgO0gaou9uM2RwJCvAatehoeyLXhLzeBvtsIYNidkd4laGB5wfxrILUDkGYx8iNqDA%2B5XjkhOjcZr1O9LaseH%2F5ETvWo%2Bu96AYIcQ9mQUziMNiWK1m4pnSrmg%2FzFZqv6Eh%2B1H9mZjrTjr9y3YaIDSz55N85JFOxrzGE1RnWaU8Dw%3D%3D%7Ctkp%3ABk9SR97wg7r5Yw
NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 Graphics Card,Pre-Owned · NVIDIA · NVIDIA GeForce RTX 3070 · 8 GB,5.0 out of 5 stars.,$304.99,https://www.ebay.com/itm/166779349687?epid=15041887013&itmmeta=01HZ5T0Z19VH8SDY41WAX7Y3BX&hash=item26d4d2eab7:g:KtQAAOSwBzNmTqbL&itmprp=enc%3AAQAJAAAAwHkO5O88AiDH5j7U9nIpcAQh5t0SEkhngMo%2FrT51nZCxh3E1k8WQ6wnfQOsQ1G87DnJs2ng%2FSPFYz%2FePObWca%2F9hJikzrSWWXPN%2FiYKzU%2BDZTxDC3emO23j3l7ujhq2mfwNKSUcoBLG5ceYE1u7NwRa%2F8YKKtohjHcj0K1j6DdUhdFqyYAaF45eTriFNRmyqX%2F86YZamJK0%2FPLJtv7TkhMiSqrOHq%2BnnGiFCCBI9HDGJnX6A1k1Bhgk%2BFTu%2FihVjaw%3D%3D%7Ctkp%3ABk9SR97wg7r5Yw
Nvidia Quadro 5000 2.5 GB GDDR5 PC,Pre-Owned · NVIDIA · NVIDIA Quadro 5000 · 2.5 GB,,$30.99,https://www.ebay.com/itm/387044441908?itmmeta=01HZ5T0Z19GTCZK3W2K52HM7F9&hash=item5a1da57f34:g:FgcAAOSww71mWMKE&itmprp=enc%3AAQAJAAAAwH04ieYXa9H9mWS8CCjI61KOaYzyNbKgaqceDIgHU6sP%2BH9bqBpwwpCJsKXhZ%2BD7hOj8KCak2cUbN0TSEUvqcbTqE5FgBbwlNJEddMFHuOc6nf0ettaNxrfTWqakcKRxJAyRvasGj6X7bpPVD6MayoTWyV29G%2Ft5xK0WPAfiNfLW5wIntKRPXkvqt3bdk6da6V4pWxpsOKYgLWGGgxPNhEHNpST%2BzNl2aOCSvRmW6eEaQv1%2FU7etCTsn98Y2ECSqWw%3D%3D%7Ctkp%3ABk9SR97wg7r5Yw
